Vehicle_ID,EV_Type,State,City,Registration_Date,Daily_KM_Travelled,Battery_Capacity_kWh,Charging_Frequency_Per_Week,EV_Category,Registration_Year
VH-00261,E-Cargo,Punjab,Amritsar,23-12-2022,44.1,52.4,3,Commercial - Cargo,2022
VH-00012,E-Cargo,Telangana,Hyderabad,24-08-2022,67,60.3,7,Commercial - Cargo,2022
VH-00532,E-Cargo,Telangana,Nizamabad,03-11-2022,69.5,68.3,2,Commercial - Cargo,2022
VH-01181,E-Cargo,Tamil Nadu,Salem,07-08-2021,68.4,68.3,6,Commercial - Cargo,2021
VH-00106,E-Cargo,Karnataka,Mangaluru,25-01-2022,69.8,71.2,4,Commercial - Cargo,2022
VH-00080,E-Cargo,West Bengal,Kolkata,06-09-2022,51.8,51.3,7,Commercial - Cargo,2022
VH-00411,E-Cargo,Maharashtra,Thane,25-11-2022,24.5,53.9,7,Commercial - Cargo,2022
VH-00262,E-Cargo,Madhya Pradesh,Indore,29-05-2022,30.4,59.6,7,Commercial - Cargo,2022
VH-01061,E-Cargo,Madhya Pradesh,Ujjain,15-05-2022,74.2,61.4,2,Commercial - Cargo,2022
VH-01155,E-Cargo,Tamil Nadu,Salem,04-06-2022,74.4,53.2,4,Commercial - Cargo,2022
VH-00704,E-Cargo,West Bengal,Kolkata,22-08-2021,48.9,56.3,4,Commercial - Cargo,2021
VH-00365,E-Cargo,Punjab,Chandigarh,18-04-2021,52.7,53,7,Commercial - Cargo,2021
VH-01137,E-Cargo,Haryana,Ambala,20-10-2021,51.8,66.9,6,Commercial - Cargo,2021
VH-00752,E-Cargo,Gujarat,Rajkot,26-05-2021,70.2,48.3,6,Commercial - Cargo,2021
VH-00020,E-Cargo,Delhi,Faridabad,26-03-2022,62.8,63.9,7,Commercial - Cargo,2022
VH-00455,E-Cargo,Delhi,Dwarka,17-07-2022,49,53.7,3,Commercial - Cargo,2022
VH-00649,E-Cargo,Rajasthan,Kota,06-10-2021,49.9,70.9,4,Commercial - Cargo,2021
VH-00032,E-Cargo,Karnataka,Shivamogga,01-07-2022,42.5,50.8,7,Commercial - Cargo,2022
VH-00939,E-Cargo,Kerala,Kollam,26-05-2021,62.4,63.2,5,Commercial - Cargo,2021
VH-00753,4W-Electric,Maharashtra,Thane,28-09-2021,47.2,38.7,5,Four Wheeler,2021
VH-00858,4W-Electric,Delhi,New Delhi,19-06-2022,58.2,39.9,2,Four Wheeler,2022
VH-00708,4W-Electric,Uttar Pradesh,Agra,28-06-2021,70.6,45.5,5,Four Wheeler,2021
VH-00928,4W-Electric,Uttar Pradesh,Agra,08-05-2023,62,37,5,Four Wheeler,2023
VH-01133,4W-Electric,Maharashtra,Nagpur,04-01-2022,37.8,43.3,6,Four Wheeler,2022
VH-00971,4W-Electric,Andhra Pradesh,Tirupati,25-11-2021,40.3,41.3,2,Four Wheeler,2021
VH-01054,4W-Electric,Rajasthan,Jaipur,13-12-2023,25.3,37.4,3,Four Wheeler,2023
VH-00506,4W-Electric,Gujarat,Vadodara,14-12-2024,63.2,33.1,3,Four Wheeler,2024
VH-01060,4W-Electric,Karnataka,Shivamogga,02-07-2023,37.7,47.5,3,Four Wheeler,2023
VH-00855,4W-Electric,Uttar Pradesh,Varanasi,24-01-2024,51.2,35,5,Four Wheeler,2024
VH-00513,4W-Electric,Haryana,Yamunanagar,26-02-2024,52.4,32.4,7,Four Wheeler,2024
VH-00364,4W-Electric,Rajasthan,Udaipur,05-03-2023,58,44,5,Four Wheeler,2023
VH-00466,4W-Electric,Tamil Nadu,Madurai,09-12-2022,43,35,5,Four Wheeler,2022
VH-00240,4W-Electric,Punjab,Chandigarh,30-06-2024,11.6,44.5,7,Four Wheeler,2024
VH-00530,4W-Electric,Andhra Pradesh,Guntur,08-03-2024,54.4,35,7,Four Wheeler,2024
VH-00016,4W-Electric,Uttar Pradesh,Allahabad,30-11-2021,73.9,33.6,4,Four Wheeler,2021
VH-01065,4W-Electric,Uttar Pradesh,Lucknow,27-08-2024,60.8,47.9,3,Four Wheeler,2024
VH-00072,4W-Electric,Kerala,Kollam,19-06-2022,82.8,40.6,3,Four Wheeler,2022
VH-00008,4W-Electric,Telangana,Karimnagar,15-11-2021,74,36.7,3,Four Wheeler,2021
VH-00488,4W-Electric,Rajasthan,Ajmer,29-11-2021,61.1,42.5,5,Four Wheeler,2021
VH-00334,4W-Electric,Gujarat,Surat,16-08-2022,74.5,42.3,4,Four Wheeler,2022
VH-00408,4W-Electric,Telangana,Karimnagar,03-02-2021,71.1,38.1,4,Four Wheeler,2021
VH-00663,4W-Electric,Karnataka,Mysuru,07-12-2021,82.9,47.4,7,Four Wheeler,2021
VH-00665,4W-Electric,Madhya Pradesh,Jabalpur,01-06-2023,64.4,32.7,2,Four Wheeler,2023
VH-00892,4W-Electric,Rajasthan,Kota,24-02-2023,53.8,44.6,7,Four Wheeler,2023
VH-00092,4W-Electric,Punjab,Ludhiana,07-03-2022,30.7,43.1,7,Four Wheeler,2022
VH-00471,4W-Electric,Haryana,Faridabad,29-03-2024,61.9,43.1,7,Four Wheeler,2024
VH-00505,4W-Electric,Gujarat,Surat,17-02-2024,58.5,33.6,7,Four Wheeler,2024
VH-00440,4W-Electric,Uttar Pradesh,Lucknow,29-09-2024,65,33.9,4,Four Wheeler,2024
VH-01034,4W-Electric,Telangana,Khammam,16-05-2023,70.6,43,2,Four Wheeler,2023
VH-00835,4W-Electric,Uttar Pradesh,Lucknow,11-06-2024,42.5,42.8,3,Four Wheeler,2024
VH-00478,4W-Electric,Telangana,Warangal,20-01-2023,76.7,40.8,5,Four Wheeler,2023
VH-00689,4W-Electric,Tamil Nadu,Vellore,12-06-2024,33,68.8,6,Four Wheeler,2024
VH-01183,4W-Electric,Punjab,Patiala,07-01-2024,47.1,68.8,6,Four Wheeler,2024
VH-00717,4W-Electric,Gujarat,Surat,22-05-2022,98.1,38.4,7,Four Wheeler,2022
VH-00578,4W-Electric,Haryana,Faridabad,20-12-2024,95,43.6,3,Four Wheeler,2024
VH-00666,4W-Electric,Maharashtra,Pune,31-03-2022,57.8,68.8,5,Four Wheeler,2022
VH-01200,4W-Electric,Punjab,Patiala,26-03-2023,51.9,47.3,3,Four Wheeler,2023
VH-00198,4W-Electric,Maharashtra,Nashik,18-12-2024,70.4,41.3,4,Four Wheeler,2024
VH-00545,4W-Electric,Uttar Pradesh,Meerut,09-06-2021,75.5,41.6,6,Four Wheeler,2021
VH-00149,4W-Electric,West Bengal,Kolkata,05-04-2022,85.9,38.4,7,Four Wheeler,2022
VH-00952,4W-Electric,Gujarat,Surat,02-10-2022,9.5,45.8,3,Four Wheeler,2022
VH-00066,4W-Electric,West Bengal,Kolkata,28-04-2021,49.8,35.8,2,Four Wheeler,2021
VH-00272,4W-Electric,Karnataka,Mangaluru,09-10-2024,41.9,37.2,7,Four Wheeler,2024
VH-00087,4W-Electric,Punjab,Amritsar,27-11-2021,67.4,43.6,7,Four Wheeler,2021
VH-00165,4W-Electric,Kerala,Kozhikode,18-05-2022,66,36.5,2,Four Wheeler,2022
VH-00389,4W-Electric,Punjab,Amritsar,10-07-2023,30.2,45.1,6,Four Wheeler,2023
VH-00644,4W-Electric,Delhi,Noida,19-09-2023,54.6,37.5,3,Four Wheeler,2023
VH-00463,4W-Electric,Punjab,Jalandhar,18-07-2023,78.3,47.9,2,Four Wheeler,2023
VH-00836,4W-Electric,Punjab,Amritsar,30-12-2021,71.6,45.2,4,Four Wheeler,2021
VH-00017,4W-Electric,Rajasthan,Jodhpur,08-12-2024,34.6,42.9,7,Four Wheeler,2024
VH-00344,4W-Electric,Karnataka,Mangaluru,27-11-2022,32.2,41.7,3,Four Wheeler,2022
VH-00520,4W-Electric,Punjab,Chandigarh,08-08-2022,81.2,36.4,7,Four Wheeler,2022
VH-00083,4W-Electric,Kerala,Thiruvananthapuram,21-02-2022,82.3,45.1,7,Four Wheeler,2022
VH-00678,4W-Electric,West Bengal,Howrah,21-02-2024,64.1,33.5,5,Four Wheeler,2024
VH-00081,4W-Electric,Karnataka,Mysuru,25-08-2021,47.9,68.8,2,Four Wheeler,2021
VH-00309,4W-Electric,Rajasthan,Bikaner,06-02-2023,64.8,33.1,3,Four Wheeler,2023
VH-01192,4W-Electric,Uttar Pradesh,Agra,24-03-2022,83.3,34.4,6,Four Wheeler,2022
VH-00220,4W-Electric,West Bengal,Howrah,17-06-2023,60.6,39.5,7,Four Wheeler,2023
VH-01119,4W-Electric,West Bengal,Durgapur,31-03-2024,37.9,37.7,6,Four Wheeler,2024
VH-00186,4W-Electric,Uttar Pradesh,Varanasi,13-01-2022,82.2,33.6,2,Four Wheeler,2022
VH-00418,4W-Electric,Haryana,Panipat,12-09-2021,24.6,32.8,4,Four Wheeler,2021
VH-00205,4W-Electric,Andhra Pradesh,Tirupati,22-10-2023,46.4,42.1,6,Four Wheeler,2023
VH-00999,4W-Electric,Rajasthan,Jodhpur,24-07-2022,54.6,40.1,2,Four Wheeler,2022
VH-00268,4W-Electric,Delhi,Dwarka,14-09-2023,56.6,39.2,4,Four Wheeler,2023
VH-00552,4W-Electric,West Bengal,Asansol,14-02-2021,55.8,37.6,5,Four Wheeler,2021
VH-00180,4W-Electric,Andhra Pradesh,Tirupati,22-04-2024,31.1,44,6,Four Wheeler,2024
VH-00110,4W-Electric,Haryana,Gurugram,05-11-2023,44.7,40.9,4,Four Wheeler,2023
VH-00725,4W-Electric,Delhi,Rohini,23-11-2022,31.2,33.3,6,Four Wheeler,2022
VH-00078,4W-Electric,Gujarat,Vadodara,20-11-2021,30.5,34.8,5,Four Wheeler,2021
VH-00237,4W-Electric,West Bengal,Siliguri,25-07-2021,20.4,34.2,5,Four Wheeler,2021
VH-01037,4W-Electric,Delhi,Faridabad,27-10-2021,35.7,46.2,2,Four Wheeler,2021
VH-00902,4W-Electric,Uttar Pradesh,Meerut,26-04-2021,54.9,42.5,6,Four Wheeler,2021
VH-00642,4W-Electric,Tamil Nadu,Coimbatore,09-09-2022,41.3,45.8,4,Four Wheeler,2022
VH-00153,4W-Electric,Uttar Pradesh,Allahabad,26-01-2023,51,42.5,3,Four Wheeler,2023
VH-00582,4W-Electric,Karnataka,Mangaluru,09-07-2021,29.9,42.1,6,Four Wheeler,2021
VH-00241,4W-Electric,Telangana,Hyderabad,13-10-2024,74.6,38.3,6,Four Wheeler,2024
VH-00613,4W-Electric,Andhra Pradesh,Vijayawada,01-11-2024,36.2,34.2,2,Four Wheeler,2024
VH-00942,4W-Electric,Tamil Nadu,Coimbatore,19-04-2023,65.5,45.4,6,Four Wheeler,2023
VH-01082,4W-Electric,Madhya Pradesh,Indore,19-10-2024,49.6,45.8,7,Four Wheeler,2024
VH-00063,4W-Electric,Delhi,Noida,17-05-2023,57,36.6,7,Four Wheeler,2023
VH-00590,4W-Electric,West Bengal,Durgapur,20-06-2022,58.2,38.3,4,Four Wheeler,2022
VH-00781,4W-Electric,Karnataka,Mangaluru,29-09-2022,67.1,36.2,4,Four Wheeler,2022
VH-00557,4W-Electric,Andhra Pradesh,Tirupati,23-02-2023,60.5,34.7,5,Four Wheeler,2023
VH-00228,4W-Electric,Tamil Nadu,Chennai,30-04-2023,65.7,42.7,4,Four Wheeler,2023
VH-00317,4W-Electric,Rajasthan,Ajmer,24-08-2021,41.5,39,4,Four Wheeler,2021
VH-00108,4W-Electric,Madhya Pradesh,Indore,03-06-2023,70.5,38.2,2,Four Wheeler,2023
VH-01199,4W-Electric,Uttar Pradesh,Meerut,03-10-2023,33.2,34.4,3,Four Wheeler,2023
VH-00788,4W-Electric,Punjab,Jalandhar,01-08-2021,91,44,3,Four Wheeler,2021
VH-00258,4W-Electric,Kerala,Kozhikode,14-02-2021,55.8,44.8,7,Four Wheeler,2021
VH-00796,4W-Electric,Andhra Pradesh,Guntur,17-07-2023,51.7,42.3,4,Four Wheeler,2023
VH-00539,4W-Electric,Madhya Pradesh,Ujjain,14-11-2024,40.2,35.2,2,Four Wheeler,2024
VH-00483,4W-Electric,Karnataka,Mangaluru,26-11-2022,-14.6,42.9,6,Four Wheeler,2022
VH-01058,4W-Electric,Rajasthan,Udaipur,24-03-2022,79.6,36.8,6,Four Wheeler,2022
VH-00594,4W-Electric,Tamil Nadu,Chennai,08-02-2024,49.6,33.2,6,Four Wheeler,2024
VH-01050,4W-Electric,Tamil Nadu,Tiruchirappalli,12-01-2021,47.9,46.4,4,Four Wheeler,2021
VH-00748,4W-Electric,Kerala,Kollam,15-11-2024,50.8,46.2,2,Four Wheeler,2024
VH-01188,4W-Electric,Madhya Pradesh,Indore,25-04-2023,56,33.2,4,Four Wheeler,2023
VH-00597,4W-Electric,Uttar Pradesh,Meerut,12-06-2022,68,38.9,5,Four Wheeler,2022
VH-00586,4W-Electric,Gujarat,Vadodara,01-02-2021,49.2,39.9,3,Four Wheeler,2021
VH-00840,4W-Electric,Rajasthan,Udaipur,07-10-2021,71,34.4,3,Four Wheeler,2021
VH-00511,4W-Electric,Andhra Pradesh,Visakhapatnam,25-06-2023,62.3,47.6,7,Four Wheeler,2023
VH-00705,4W-Electric,Punjab,Patiala,16-01-2024,44.3,42.6,5,Four Wheeler,2024
VH-00177,4W-Electric,Andhra Pradesh,Tirupati,20-09-2022,93.2,47.2,4,Four Wheeler,2022
VH-00508,4W-Electric,West Bengal,Durgapur,07-09-2021,58.5,41.3,6,Four Wheeler,2021
VH-01139,4W-Electric,Delhi,Dwarka,18-07-2023,53.7,38,6,Four Wheeler,2023
VH-00778,4W-Electric,Telangana,Karimnagar,09-06-2021,78.2,35,6,Four Wheeler,2021
VH-00033,4W-Electric,Rajasthan,Jaipur,10-06-2023,24.8,45.8,3,Four Wheeler,2023
VH-00042,4W-Electric,West Bengal,Howrah,17-12-2023,53.8,33.7,6,Four Wheeler,2023
VH-00290,4W-Electric,Gujarat,Surat,30-10-2021,53.3,45.8,6,Four Wheeler,2021
VH-01045,4W-Electric,Haryana,Faridabad,20-04-2024,55.1,39.8,6,Four Wheeler,2024
VH-00387,4W-Electric,Maharashtra,Kolhapur,10-02-2024,21.6,32.2,2,Four Wheeler,2024
VH-01091,4W-Electric,Madhya Pradesh,Bhopal,21-07-2021,46.8,43.1,3,Four Wheeler,2021
VH-00696,4W-Electric,Tamil Nadu,Coimbatore,13-07-2023,30.3,42.7,6,Four Wheeler,2023
VH-00409,4W-Electric,Punjab,Ludhiana,09-05-2022,48,40.3,7,Four Wheeler,2022
VH-00911,4W-Electric,Rajasthan,Jodhpur,11-11-2024,71.7,44.7,2,Four Wheeler,2024
VH-00672,4W-Electric,Tamil Nadu,Madurai,04-12-2022,41,36.4,5,Four Wheeler,2022
VH-00353,4W-Electric,Uttar Pradesh,Allahabad,17-07-2022,80.4,37.5,6,Four Wheeler,2022
VH-00215,4W-Electric,Uttar Pradesh,Lucknow,01-06-2022,53.5,46.9,4,Four Wheeler,2022
VH-00139,4W-Electric,Maharashtra,Thane,10-03-2023,61.4,34.5,5,Four Wheeler,2023
VH-00885,4W-Electric,Tamil Nadu,Tiruchirappalli,17-10-2022,53.3,40.7,7,Four Wheeler,2022
VH-00417,4W-Electric,Maharashtra,Nashik,02-01-2023,67.2,32.5,2,Four Wheeler,2023
VH-00795,4W-Electric,Gujarat,Vadodara,08-10-2022,59.2,33.9,5,Four Wheeler,2022
VH-00930,4W-Electric,Haryana,Faridabad,31-12-2024,81.1,37.7,3,Four Wheeler,2024
VH-00769,4W-Electric,Rajasthan,Kota,09-12-2023,60.5,42.5,2,Four Wheeler,2023
VH-00658,4W-Electric,Delhi,Dwarka,10-09-2024,23.3,34,3,Four Wheeler,2024
VH-00924,4W-Electric,Delhi,Faridabad,22-07-2022,59.5,46.2,4,Four Wheeler,2022
VH-01099,4W-Electric,Madhya Pradesh,Jabalpur,07-01-2023,68.9,44.1,3,Four Wheeler,2023
VH-00378,4W-Electric,West Bengal,Kolkata,19-06-2024,55.6,35.6,3,Four Wheeler,2024
VH-00247,4W-Electric,Delhi,Rohini,02-06-2023,52.5,42.1,3,Four Wheeler,2023
VH-01175,4W-Electric,Delhi,Noida,03-10-2024,50.2,34,5,Four Wheeler,2024
VH-00111,4W-Electric,Madhya Pradesh,Jabalpur,05-04-2023,67.6,47,7,Four Wheeler,2023
VH-00160,4W-Electric,Karnataka,Belagavi,26-01-2021,59.2,37.1,5,Four Wheeler,2021
VH-01109,4W-Electric,Punjab,Patiala,02-10-2021,84.1,33.2,5,Four Wheeler,2021
VH-00554,4W-Electric,Maharashtra,Solapur,05-12-2024,40.4,34.1,2,Four Wheeler,2024
VH-00218,4W-Electric,Gujarat,Gandhinagar,29-06-2024,33.1,38.1,5,Four Wheeler,2024
VH-00293,4W-Electric,Tamil Nadu,Chennai,03-05-2022,95.9,46.9,6,Four Wheeler,2022
VH-00101,4W-Electric,Delhi,New Delhi,21-12-2022,109.7,44.7,7,Four Wheeler,2022
VH-00340,4W-Electric,Telangana,Nizamabad,24-08-2021,107.9,41.8,5,Four Wheeler,2021
VH-00830,4W-Electric,Rajasthan,Bikaner,26-04-2024,43.5,33.5,2,Four Wheeler,2024
VH-00817,4W-Electric,Maharashtra,Nashik,19-10-2023,80.8,33.6,5,Four Wheeler,2023
VH-00589,4W-Electric,West Bengal,Durgapur,19-02-2023,31.9,37.7,5,Four Wheeler,2023
VH-00169,4W-Electric,Rajasthan,Udaipur,27-07-2022,86.1,37.5,6,Four Wheeler,2022
VH-00074,4W-Electric,Tamil Nadu,Vellore,26-07-2023,73.5,35,4,Four Wheeler,2023
VH-00119,4W-Electric,Madhya Pradesh,Ujjain,11-07-2021,83.7,40.2,3,Four Wheeler,2021
VH-00079,4W-Electric,Haryana,Yamunanagar,06-06-2024,67.4,43.1,7,Four Wheeler,2024
VH-00480,4W-Electric,West Bengal,Howrah,08-02-2024,29.9,36.2,4,Four Wheeler,2024
VH-01114,4W-Electric,Andhra Pradesh,Tirupati,24-03-2021,42.4,46.9,3,Four Wheeler,2021
VH-00267,4W-Electric,Tamil Nadu,Tiruchirappalli,24-12-2023,35.6,40.2,6,Four Wheeler,2023
VH-01077,4W-Electric,Andhra Pradesh,Visakhapatnam,27-10-2023,60.1,39.7,2,Four Wheeler,2023
VH-00538,4W-Electric,Karnataka,Mangaluru,24-11-2021,39.9,38.9,5,Four Wheeler,2021
VH-00504,4W-Electric,Rajasthan,Bikaner,03-06-2024,26.2,46.9,5,Four Wheeler,2024
VH-00167,4W-Electric,Kerala,Thrissur,28-02-2021,19.2,47.8,5,Four Wheeler,2021
VH-01007,4W-Electric,Madhya Pradesh,Jabalpur,15-01-2023,57.9,68.8,2,Four Wheeler,2023
VH-01125,4W-Electric,Karnataka,Belagavi,10-03-2022,59.7,45.2,3,Four Wheeler,2022
VH-00374,4W-Electric,Telangana,Khammam,07-02-2021,65.6,36.3,4,Four Wheeler,2021
VH-00473,4W-Electric,Uttar Pradesh,Varanasi,16-10-2023,102.1,35.6,2,Four Wheeler,2023
VH-00721,4W-Electric,Andhra Pradesh,Guntur,21-07-2023,46.2,35.3,5,Four Wheeler,2023
VH-00981,4W-Electric,Madhya Pradesh,Indore,03-01-2023,34.7,41.5,5,Four Wheeler,2023
VH-00627,4W-Electric,Haryana,Gurugram,24-05-2024,75.1,48,6,Four Wheeler,2024
VH-00688,4W-Electric,Karnataka,Hubli,27-07-2023,44.3,41.3,6,Four Wheeler,2023
VH-00542,4W-Electric,Andhra Pradesh,Kurnool,02-05-2023,74.9,39.3,7,Four Wheeler,2023
VH-00146,4W-Electric,Delhi,Noida,10-03-2022,92.4,33.6,5,Four Wheeler,2022
VH-00337,4W-Electric,West Bengal,Siliguri,28-05-2021,58.4,34.9,5,Four Wheeler,2021
VH-00714,4W-Electric,Andhra Pradesh,Guntur,18-03-2024,37.2,37.8,4,Four Wheeler,2024
VH-00790,4W-Electric,Tamil Nadu,Vellore,10-07-2021,62.2,37.4,2,Four Wheeler,2021
VH-00229,4W-Electric,Punjab,Patiala,06-01-2021,38.4,41.9,4,Four Wheeler,2021
VH-00863,4W-Electric,Maharashtra,Pune,25-02-2022,35.5,47.3,3,Four Wheeler,2022
VH-00321,4W-Electric,Andhra Pradesh,Guntur,20-12-2022,72.8,38.1,2,Four Wheeler,2022
VH-01078,4W-Electric,Delhi,Faridabad,27-05-2024,75.9,68.8,2,Four Wheeler,2024
VH-00651,4W-Electric,Tamil Nadu,Salem,20-08-2022,51.2,33,7,Four Wheeler,2022
VH-00676,4W-Electric,Karnataka,Bengaluru,20-08-2024,30.2,34.7,2,Four Wheeler,2024
VH-00253,4W-Electric,Maharashtra,Kolhapur,19-10-2024,38.7,35.1,6,Four Wheeler,2024
VH-01182,4W-Electric,Karnataka,Belagavi,28-11-2022,68.5,39.3,2,Four Wheeler,2022
VH-01027,4W-Electric,Andhra Pradesh,Kurnool,07-12-2024,36.1,42.8,6,Four Wheeler,2024
VH-00816,4W-Electric,Tamil Nadu,Madurai,03-07-2023,36.5,47.9,3,Four Wheeler,2023
VH-00163,4W-Electric,Andhra Pradesh,Kurnool,15-06-2024,62.2,42.1,6,Four Wheeler,2024
VH-00096,4W-Electric,Tamil Nadu,Vellore,24-04-2023,80.4,45.6,7,Four Wheeler,2023
VH-00099,4W-Electric,Gujarat,Rajkot,18-09-2022,72.6,36.2,3,Four Wheeler,2022
VH-00873,4W-Electric,Rajasthan,Kota,18-01-2022,58.2,47,5,Four Wheeler,2022
VH-00907,4W-Electric,Andhra Pradesh,Vijayawada,25-01-2023,78.8,41.2,5,Four Wheeler,2023
VH-00369,4W-Electric,Kerala,Thiruvananthapuram,28-09-2022,82.8,44.4,7,Four Wheeler,2022
VH-00897,4W-Electric,Rajasthan,Jaipur,13-09-2022,47.8,46.1,4,Four Wheeler,2022
VH-01126,4W-Electric,Tamil Nadu,Coimbatore,17-05-2024,82.4,40.3,7,Four Wheeler,2024
VH-00730,4W-Electric,Andhra Pradesh,Vijayawada,22-11-2021,49,44.2,4,Four Wheeler,2021
VH-00611,4W-Electric,Delhi,Rohini,24-03-2023,58.2,39.3,2,Four Wheeler,2023
VH-00887,4W-Electric,Telangana,Khammam,20-07-2022,46,34.7,6,Four Wheeler,2022
VH-00628,4W-Electric,Kerala,Thrissur,02-03-2021,50,44.5,7,Four Wheeler,2021
VH-01118,4W-Electric,Maharashtra,Mumbai,31-07-2021,55.5,41.7,7,Four Wheeler,2021
VH-00595,4W-Electric,Kerala,Thrissur,09-11-2021,13.1,34.7,3,Four Wheeler,2021
VH-01063,4W-Electric,Delhi,Gurugram,20-02-2021,50.9,39.1,6,Four Wheeler,2021
VH-00034,4W-Electric,Uttar Pradesh,Lucknow,23-10-2023,77,33,3,Four Wheeler,2023
VH-00604,4W-Electric,West Bengal,Asansol,04-05-2021,44,32.9,6,Four Wheeler,2021
VH-00624,4W-Electric,Madhya Pradesh,Ujjain,26-02-2023,68.4,42.5,7,Four Wheeler,2023
VH-00976,4W-Electric,Andhra Pradesh,Visakhapatnam,12-08-2024,108.8,38.9,3,Four Wheeler,2024
VH-00635,4W-Electric,Uttar Pradesh,Agra,29-07-2021,29.4,40.7,3,Four Wheeler,2021
VH-00423,4W-Electric,Karnataka,Bengaluru,15-09-2024,23.8,43,4,Four Wheeler,2024
VH-00275,4W-Electric,Kerala,Kollam,03-06-2024,37.5,44.6,3,Four Wheeler,2024
VH-00723,4W-Electric,Uttar Pradesh,Allahabad,10-05-2021,66.4,45.9,6,Four Wheeler,2021
VH-00359,4W-Electric,Madhya Pradesh,Indore,24-05-2024,34.7,41.3,2,Four Wheeler,2024
VH-00936,4W-Electric,Gujarat,Bhavnagar,12-05-2023,80.1,41.9,4,Four Wheeler,2023
VH-00010,4W-Electric,Karnataka,Hubli,21-05-2024,40.2,37.9,4,Four Wheeler,2024
VH-00535,4W-Electric,Gujarat,Rajkot,07-11-2022,80,68.8,4,Four Wheeler,2022
VH-00977,4W-Electric,Uttar Pradesh,Agra,09-08-2023,84.5,37.1,2,Four Wheeler,2023
VH-00510,4W-Electric,Punjab,Amritsar,28-03-2021,57.6,45.9,4,Four Wheeler,2021
VH-00212,4W-Electric,Rajasthan,Kota,20-10-2022,62.2,45,7,Four Wheeler,2022
VH-01185,4W-Electric,Uttar Pradesh,Kanpur,29-07-2023,88.4,35.9,7,Four Wheeler,2023
VH-01071,4W-Electric,Maharashtra,Kolhapur,19-03-2021,60.3,46.6,2,Four Wheeler,2021
VH-00225,4W-Electric,Delhi,Gurugram,01-05-2023,48.7,45.6,4,Four Wheeler,2023
VH-01088,4W-Electric,Gujarat,Gandhinagar,02-02-2022,75.1,40.2,2,Four Wheeler,2022
VH-00805,4W-Electric,Madhya Pradesh,Gwalior,23-12-2021,53.1,32.7,2,Four Wheeler,2021
VH-01025,4W-Electric,Delhi,Noida,26-08-2022,64.4,42.4,5,Four Wheeler,2022
VH-00540,4W-Electric,Madhya Pradesh,Gwalior,12-06-2024,54.7,41.3,3,Four Wheeler,2024
VH-00768,4W-Electric,Rajasthan,Jodhpur,30-08-2021,73.4,42.2,2,Four Wheeler,2021
VH-00462,4W-Electric,Delhi,Faridabad,17-09-2023,41.7,34.7,7,Four Wheeler,2023
VH-00656,4W-Electric,Gujarat,Rajkot,19-11-2024,62.9,41.8,2,Four Wheeler,2024
VH-00425,4W-Electric,Andhra Pradesh,Tirupati,05-07-2023,33.2,68.8,2,Four Wheeler,2023
VH-00529,4W-Electric,Uttar Pradesh,Allahabad,17-01-2022,65.1,45.8,2,Four Wheeler,2022
VH-01171,4W-Electric,Haryana,Yamunanagar,03-02-2022,95.4,47.4,2,Four Wheeler,2022
VH-00486,4W-Electric,Tamil Nadu,Vellore,29-08-2023,32.4,41.1,6,Four Wheeler,2023
VH-01086,4W-Electric,Delhi,Dwarka,10-03-2022,50.9,46.3,5,Four Wheeler,2022
VH-00325,4W-Electric,Rajasthan,Jodhpur,01-10-2022,65.2,68.8,7,Four Wheeler,2022
VH-00035,4W-Electric,West Bengal,Kolkata,01-08-2024,78.6,37,7,Four Wheeler,2024
VH-00809,4W-Electric,Haryana,Ambala,06-11-2024,101,43.7,7,Four Wheeler,2024
VH-00097,4W-Electric,Haryana,Faridabad,23-11-2021,37.6,42.5,7,Four Wheeler,2021
VH-01108,4W-Electric,Punjab,Amritsar,15-03-2023,67.2,36.8,3,Four Wheeler,2023
VH-00475,4W-Electric,Gujarat,Gandhinagar,10-04-2021,47.7,33.5,7,Four Wheeler,2021
VH-00367,4W-Electric,West Bengal,Asansol,01-06-2022,106.4,32.6,7,Four Wheeler,2022
VH-00507,4W-Electric,Andhra Pradesh,Tirupati,10-09-2023,47.7,68.8,4,Four Wheeler,2023
VH-00943,4W-Electric,Uttar Pradesh,Kanpur,05-01-2022,82.5,36.5,2,Four Wheeler,2022
VH-01198,4W-Electric,Maharashtra,Kolhapur,25-06-2024,67.4,33,4,Four Wheeler,2024
VH-00133,4W-Electric,Delhi,Dwarka,19-11-2022,55.3,43.6,4,Four Wheeler,2022
VH-00731,4W-Electric,Karnataka,Shivamogga,28-05-2022,4.5,34.8,2,Four Wheeler,2022
VH-00434,4W-Electric,Rajasthan,Kota,23-08-2024,57.7,32.5,4,Four Wheeler,2024
VH-00675,4W-Electric,Rajasthan,Jaipur,02-04-2021,99.5,42,7,Four Wheeler,2021
VH-00528,4W-Electric,Punjab,Ludhiana,29-11-2021,50.4,37.9,7,Four Wheeler,2021
VH-00674,E-Bus,Uttar Pradesh,Lucknow,27-11-2024,38.4,167.6,5,Commercial - Bus,2024
VH-00871,E-Bus,Punjab,Jalandhar,29-09-2023,59.9,187.8,7,Commercial - Bus,2023
VH-00861,E-Bus,Kerala,Kollam,13-12-2024,62.9,208.8,2,Commercial - Bus,2024
VH-00437,E-Bus,Punjab,Chandigarh,16-03-2022,77.6,235.5,6,Commercial - Bus,2022
