Session_ID,Station_ID,Session_Date,Energy_Consumed_kWh,Charging_Duration_Mins,Revenue_INR,Peak_Hour_Flag,User_Rating
SES-000718,ST-0275,2023-05-17,36.95,36.9,665.02,No,3.9
SES-000250,ST-0184,2024-01-07,3.48,63.2,27.82,No,3.7
SES-000316,ST-0007,2024-04-22,27.34,27.3,492.09,No,3.1
SES-000147,ST-0163,2024-01-22,3.67,66.7,29.35,No,4.3
SES-000420,ST-0145,2023-06-11,40.19,40.2,723.51,No,4.6
SES-000729,ST-0069,2023-12-29,2.15,39.1,19.81,Yes,4.6
SES-001155,ST-0037,2024-10-26,39.58,39.6,819.34,Yes,3.4
SES-001439,ST-0056,2023-06-01,67.81,27.1,1491.76,No,4.2
SES-000142,ST-0011,2024-08-09,13.52,36.9,162.21,No,4.7
SES-000696,ST-0063,2023-10-01,116.89,,2571.54,No,3.4
SES-000478,ST-0236,2024-09-04,33.22,33.2,687.56,Yes,4.5
SES-001382,ST-0020,2023-09-01,25.64,25.6,461.45,No,4.8
SES-000356,ST-0057,2023-12-11,19.82,54.1,237.84,No,3.2
SES-001217,ST-0010,2023-07-21,14.42,39.3,198.95,Yes,4.4
SES-000336,ST-0187,2024-03-15,1.57,28.6,14.46,Yes,3.8
SES-000068,ST-0263,2024-02-14,9.67,26.4,133.42,Yes,4.0
SES-001366,ST-0010,2024-01-29,13.3,36.3,183.51,Yes,4.8
SES-001472,ST-0289,2024-11-13,5.34,14.6,64.04,No,3.1
SES-001052,ST-0181,2023-04-06,2.0,36.3,15.98,No,3.5
SES-000083,ST-0205,2023-03-30,20.73,20.7,429.05,Yes,3.5
SES-000326,ST-0196,2023-07-20,2.91,52.9,26.74,Yes,4.7
SES-000892,ST-0054,2023-01-13,17.49,47.7,241.3,Yes,4.4
SES-001212,ST-0011,2023-11-10,14.82,40.4,204.52,Yes,4.4
SES-000016,ST-0283,2024-02-17,72.82,29.1,1602.07,No,3.2
SES-000159,ST-0283,2023-05-11,96.87,38.7,2450.92,Yes,3.6
SES-000102,ST-0249,2024-10-07,3.17,57.6,29.15,Yes,4.0
SES-000802,ST-0065,2024-08-08,1.8,32.7,16.54,Yes,4.9
SES-000735,ST-0031,2024-11-03,36.68,36.7,759.2,Yes,3.5
SES-000506,ST-0062,2024-07-29,12.0,32.7,165.59,Yes,3.7
SES-000550,ST-0139,2023-04-14,17.39,47.4,208.73,No,3.9
SES-000573,ST-0086,2024-06-16,40.18,40.2,723.26,No,4.3
SES-001151,ST-0092,2023-03-28,12.39,33.8,148.71,No,4.8
SES-001492,ST-0277,2024-10-04,6.53,17.8,78.33,No,3.1
SES-001166,ST-0259,2023-06-25,28.06,28.1,505.06,No,4.7
SES-000757,ST-0278,2024-06-07,45.95,46.0,827.18,No,3.2
SES-001333,ST-0270,2024-06-03,3.48,63.2,31.97,Yes,4.9
SES-000557,ST-0079,2023-09-03,20.47,20.5,368.49,No,3.1
SES-000673,ST-0197,2024-10-06,41.22,41.2,853.33,Yes,3.5
SES-000100,ST-0289,2024-09-16,19.79,54.0,237.45,No,4.4
SES-000329,ST-0206,2023-04-24,12.65,34.5,151.8,No,4.0
SES-000449,ST-0148,2023-12-12,7.82,21.3,93.82,No,3.7
SES-001165,ST-0045,2024-12-09,112.34,44.9,2471.59,No,4.6
SES-000084,ST-0041,2023-07-24,47.48,47.5,982.79,Yes,3.0
SES-000003,ST-0191,2024-11-27,51.74,20.7,1138.37,No,4.0
SES-000808,ST-0212,2023-02-10,51.9,20.8,1313.11,Yes,4.3
SES-001038,ST-0286,2023-06-12,28.36,28.4,510.57,No,3.6
SES-001078,ST-0077,2024-04-01,6.89,18.8,82.65,No,4.2
SES-001414,ST-0263,2024-08-28,16.82,45.9,201.8,No,3.7
SES-001043,ST-0096,2023-05-14,47.69,47.7,858.42,No,4.6
SES-000572,ST-0165,2023-10-28,43.55,43.6,783.95,No,4.5
SES-000216,ST-0098,2024-10-13,3.0,54.6,27.64,Yes,4.0
SES-001256,ST-0147,2023-05-05,1.88,34.2,15.03,No,4.7
SES-000746,ST-0091,2024-05-15,7.14,19.5,98.56,Yes,4.1
SES-001313,ST-0299,2024-06-13,2.9,52.7,26.68,Yes,3.8
SES-000081,ST-0226,2024-11-20,2.82,51.3,22.56,No,4.0
SES-000495,ST-0220,2023-09-12,10.21,27.9,140.94,Yes,3.4
SES-000038,ST-0118,2024-05-30,9.18,25.0,110.21,No,3.4
SES-001423,ST-0107,2024-06-24,42.71,42.7,768.8,No,4.3
SES-000930,ST-0263,2024-11-29,15.81,43.1,218.18,Yes,4.4
SES-000613,ST-0106,2024-11-06,74.67,29.9,1642.71,No,3.6
SES-000609,ST-0161,2023-12-08,69.37,27.7,1526.05,No,4.1
SES-001458,ST-0037,2024-04-09,26.28,26.3,472.96,No,3.5
SES-000183,ST-0213,2024-10-23,,47.9,862.46,No,4.6
SES-000375,ST-0013,2023-08-03,42.94,17.2,944.73,No,4.8
SES-000505,ST-0290,2023-11-10,23.01,23.0,414.15,No,3.8
SES-000983,ST-0201,2023-11-01,1.03,18.7,9.44,Yes,3.7
SES-000654,ST-0264,2023-06-15,13.52,36.9,186.53,Yes,4.9
SES-000067,ST-0023,2024-07-21,114.89,46.0,2527.62,No,4.9
SES-000542,ST-0214,2023-07-10,13.65,,163.78,No,3.2
SES-000652,ST-0227,2024-04-02,37.09,37.1,767.8,Yes,3.9
SES-001197,ST-0034,2024-04-05,13.86,37.8,166.28,No,3.9
SES-000408,ST-0140,2024-05-29,114.33,,2515.28,No,3.9
SES-000469,ST-0108,2024-11-13,2.93,53.2,23.42,No,4.2
SES-001066,ST-0137,2023-08-10,9.07,24.7,108.85,No,4.8
SES-000998,ST-0056,2023-06-20,102.95,41.2,2264.84,No,4.9
SES-000173,ST-0287,2024-03-03,7.86,21.4,94.27,No,5.0
SES-000663,ST-0267,2024-06-06,17.7,48.3,212.4,No,3.6
SES-001271,ST-0073,2024-10-22,47.02,47.0,973.27,Yes,4.5
SES-000331,ST-0082,2024-01-17,19.47,53.1,268.62,Yes,3.0
SES-000551,ST-0235,2023-01-08,12.02,32.8,165.86,Yes,4.1
SES-000285,ST-0258,2023-03-05,42.78,17.1,941.16,No,4.8
SES-000991,ST-0108,2024-04-14,3.85,70.0,35.44,Yes,4.4
SES-001035,ST-0085,2023-04-12,2.58,46.9,20.64,No,3.4
SES-001189,ST-0041,2024-12-03,26.14,26.1,541.0,Yes,4.1
SES-001260,ST-0088,2024-09-23,13.53,36.9,162.3,No,4.9
SES-001250,ST-0171,2023-11-15,5.37,14.6,74.07,Yes,3.1
SES-000233,ST-0254,2024-11-09,40.19,40.2,831.88,Yes,4.6
SES-000541,ST-0253,2024-04-06,83.24,33.3,1831.33,No,3.4
SES-000922,ST-0127,2023-01-09,110.83,44.3,2438.32,No,4.4
SES-001026,ST-0233,2023-06-07,63.75,25.5,1612.91,Yes,4.9
SES-000615,ST-0149,2024-11-25,67.43,27.0,1706.07,Yes,3.4
SES-000854,ST-0101,2023-04-26,40.57,40.6,730.21,No,3.1
SES-000702,ST-0133,2023-08-23,2.63,47.7,21.0,No,3.2
SES-000533,ST-0202,2023-08-03,8.78,23.9,121.17,Yes,4.0
SES-000612,ST-0282,2024-02-06,3.01,54.8,24.1,No,3.7
SES-001345,ST-0293,2024-07-03,3.85,70.0,35.41,Yes,4.8
SES-000706,ST-0145,2023-06-19,27.52,27.5,495.27,No,4.7
SES-000931,ST-0211,2024-10-02,22.76,22.8,471.18,Yes,4.6
SES-001171,ST-0145,2024-11-28,48.16,48.2,996.99,Yes,4.5
SES-000271,ST-0149,2023-03-25,50.57,20.2,1279.46,Yes,4.2
SES-000604,ST-0158,2023-11-13,46.67,18.7,1026.74,No,4.7
SES-000461,ST-0240,2023-08-12,3.68,66.9,33.83,Yes,3.2
SES-001403,ST-0207,2023-01-17,17.02,46.4,204.26,No,4.9
SES-000676,ST-0234,2024-03-05,40.78,40.8,,No,3.7
SES-001219,ST-0263,2024-04-29,9.28,25.3,128.03,Yes,3.4
SES-000061,ST-0147,2024-04-27,3.23,58.7,25.82,No,4.9
SES-000202,ST-0021,2023-11-30,47.51,19.0,1202.07,Yes,4.3
SES-000266,ST-0190,2024-06-14,22.8,22.8,472.03,Yes,4.0
SES-000499,ST-0255,2024-04-27,1.57,28.5,12.53,No,4.7
SES-001264,ST-0039,2024-05-06,38.66,38.7,800.31,Yes,4.6
SES-000400,ST-0240,2023-06-25,1.5,27.4,12.03,No,4.1
SES-001281,ST-0285,2023-03-11,53.47,21.4,1176.41,No,4.3
SES-000280,ST-0006,2024-09-06,13.83,37.7,165.93,No,5.0
SES-000302,ST-0265,2024-07-08,112.92,45.2,,Yes,5.0
SES-001259,ST-0286,2024-11-28,44.68,44.7,804.28,No,3.2
SES-001177,ST-0267,2024-08-20,10.98,29.9,131.73,No,5.0
SES-001125,ST-0001,2023-06-24,110.79,44.3,2802.98,Yes,5.0
SES-000029,ST-0239,2024-04-24,11.13,30.4,153.61,Yes,4.6
SES-000130,ST-0213,2024-10-26,20.24,20.2,364.34,No,4.1
SES-000241,ST-0298,2024-11-18,79.58,31.8,1750.77,No,3.6
SES-001037,ST-0076,2024-10-04,9.22,25.2,110.68,No,4.0
SES-000705,ST-0176,2023-03-20,40.47,16.2,890.35,No,3.8
SES-001146,ST-0115,2024-08-14,39.92,39.9,718.56,No,3.9
SES-001321,ST-0084,2024-09-25,3.1,56.4,,Yes,4.8
SES-000898,ST-0036,2023-06-09,8.5,23.2,117.24,Yes,3.0
SES-000678,ST-0001,2024-09-10,87.72,35.1,2219.21,Yes,3.5
SES-001178,ST-0100,2023-09-11,2.51,45.7,20.09,No,4.2
SES-000452,ST-0155,2023-02-15,6.32,17.2,75.83,No,3.1
SES-000504,ST-0089,2023-06-29,1.38,25.1,12.73,Yes,3.7
SES-000513,ST-0134,2023-02-09,99.24,39.7,2183.2,No,3.9
SES-000545,ST-0269,2024-10-01,3.1,56.4,24.82,No,4.1
SES-001306,ST-0214,2023-03-15,8.63,23.5,103.62,No,4.6
SES-000127,ST-0081,2023-05-31,43.04,17.2,946.77,No,3.3
SES-001468,ST-0012,2023-06-19,1.72,31.2,15.81,Yes,4.3
SES-000348,ST-0144,2024-08-20,3.66,66.6,29.29,No,3.2
SES-001213,ST-0090,2024-11-07,18.26,49.8,219.14,No,4.8
SES-000722,ST-0116,2023-05-01,41.6,16.6,,No,3.3
SES-001000,ST-0152,2024-08-13,113.75,45.5,2502.46,No,3.3
SES-001433,ST-0041,2024-04-04,49.42,49.4,889.49,No,4.8
SES-001379,ST-0043,2024-07-01,81.76,32.7,1798.72,No,4.2
SES-000392,ST-0212,2024-05-01,105.11,42.0,2312.33,No,3.8
SES-001330,ST-0225,2024-09-19,16.25,44.3,194.97,No,3.8
SES-000117,ST-0271,2024-03-29,42.46,42.5,764.37,No,5.0
SES-000105,ST-0213,2024-05-25,46.25,46.3,832.57,No,4.3
SES-001231,ST-0265,2024-03-13,72.06,28.8,1585.22,No,3.3
SES-001487,ST-0120,2024-10-07,56.59,22.6,1431.6,Yes,4.9
SES-000380,ST-0225,2024-04-05,7.27,19.8,100.28,Yes,4.8
SES-000352,ST-0096,2024-01-19,34.09,34.1,705.75,Yes,3.3
SES-000294,ST-0193,2023-12-03,,21.9,395.05,No,3.8
SES-001045,ST-0015,2023-08-16,59.93,24.0,1516.13,Yes,4.1
SES-001407,ST-0298,2023-11-30,76.86,30.7,1944.55,Yes,3.5
SES-000758,ST-0015,2023-04-28,79.8,31.9,2018.98,Yes,4.9
SES-000987,ST-0272,2024-08-07,37.24,37.2,670.25,No,4.0
SES-000092,ST-0203,2023-08-21,33.03,33.0,683.63,Yes,3.9
SES-000024,ST-0176,2024-01-13,61.97,,1363.45,No,4.3
SES-000733,ST-0081,2023-06-07,42.57,17.0,936.61,No,4.8
SES-000952,ST-0077,2023-10-21,14.03,38.3,193.63,Yes,5.0
SES-000091,ST-0233,2023-12-12,79.19,31.7,1742.28,No,4.1
SES-001040,ST-0193,2024-10-05,37.59,37.6,676.56,No,3.8
SES-000524,ST-0023,2023-06-15,112.56,45.0,2476.27,No,4.8
SES-000548,ST-0011,2023-12-17,10.63,29.0,146.75,Yes,3.5
SES-001114,ST-0292,2024-04-10,1.47,26.7,11.73,No,3.8
SES-001265,ST-0263,2023-04-13,11.06,30.2,152.57,Yes,4.3
SES-001305,ST-0090,2024-02-22,13.62,37.2,163.46,No,3.7
SES-001131,ST-0266,2023-11-26,24.13,24.1,434.41,No,5.0
SES-001367,ST-0106,2023-03-28,106.85,42.7,2350.61,No,4.2
SES-000599,ST-0114,2023-01-10,1.68,30.6,15.48,Yes,3.2
SES-000825,ST-0073,2024-02-09,48.29,48.3,,No,3.1
SES-000762,ST-0227,2024-08-28,40.62,40.6,840.8,Yes,3.4
SES-000824,ST-0045,2023-07-28,116.07,46.4,2936.5,Yes,4.7
SES-000591,ST-0095,2024-08-29,5.72,15.6,78.87,Yes,4.7
SES-000965,ST-0177,2023-04-21,77.53,31.0,1961.46,Yes,3.9
SES-000224,ST-0038,2024-11-27,41.67,41.7,750.01,No,4.3
SES-001090,ST-0093,2023-11-18,69.88,28.0,1537.4,No,3.2
SES-000214,ST-0165,2024-07-22,48.45,48.4,1002.9,Yes,5.0
SES-000744,ST-0216,2023-06-14,41.07,41.1,739.2,No,3.6
SES-000852,ST-0005,2023-10-21,16.12,44.0,193.48,No,4.0
SES-001133,ST-0123,2023-12-28,37.16,37.2,668.85,No,4.7
SES-000830,ST-0131,2023-07-04,105.78,42.3,2327.11,No,4.8
SES-000078,ST-0249,2024-12-02,1.05,19.1,9.67,Yes,4.3
SES-001467,ST-0264,2023-11-18,9.54,26.0,114.49,No,3.0
SES-000001,ST-0298,2024-05-25,112.93,45.2,2857.12,Yes,4.0
SES-000389,ST-0214,2024-09-09,12.57,34.3,150.84,No,3.0
SES-000587,ST-0258,2024-01-22,47.65,19.1,1048.34,No,3.3
SES-000440,ST-0038,2024-01-02,36.82,36.8,762.2,Yes,4.4
SES-000646,ST-0089,2024-12-18,2.2,40.0,20.25,Yes,4.1
SES-000826,ST-0171,2024-03-20,7.14,19.5,85.67,No,3.0
SES-000576,ST-0274,2024-07-15,2.11,38.3,16.86,No,3.3
SES-000804,ST-0137,2024-12-25,8.2,22.4,98.43,No,3.2
SES-001246,ST-0216,2023-05-05,21.26,,382.61,No,3.1
SES-000693,ST-0138,2023-09-23,83.54,33.4,1837.88,No,4.6
SES-000552,ST-0016,2023-02-12,2.07,37.7,16.6,No,4.9
SES-000698,ST-0037,2023-09-13,31.83,31.8,572.95,No,3.9
SES-000298,ST-0290,2024-05-07,47.57,47.6,856.21,No,4.5
SES-000546,ST-0177,2023-06-20,108.7,43.5,2391.44,No,4.3
SES-000544,ST-0019,2024-02-23,41.45,41.5,858.02,Yes,4.1
SES-000278,ST-0177,2023-12-15,101.52,40.6,2233.35,No,4.4
SES-001093,ST-0057,2023-11-26,16.01,43.7,192.09,No,4.0
SES-000323,ST-0210,2023-07-23,21.76,,391.62,No,4.7
SES-000491,ST-0176,2024-07-16,104.26,41.7,2637.8,Yes,3.4
SES-001135,ST-0247,2023-03-18,2.42,44.0,19.37,No,4.3
SES-000785,ST-0152,2024-04-01,109.9,44.0,2780.39,Yes,4.6
SES-001161,ST-0045,2023-02-06,110.88,44.4,2805.37,Yes,3.7
SES-000962,ST-0188,2024-11-16,20.78,20.8,373.96,No,3.6
SES-000902,ST-0062,2023-09-22,9.0,24.5,107.96,No,3.1
SES-001386,ST-0040,2023-10-08,1.43,25.9,13.12,Yes,3.9
SES-001137,ST-0172,2024-01-30,3.12,56.8,24.98,No,4.8
SES-001228,ST-0130,2024-01-20,10.21,27.8,122.52,No,3.1
SES-001491,ST-0133,2024-07-25,2.71,49.3,24.96,Yes,3.7
SES-001190,ST-0291,2023-01-22,2.73,49.7,21.86,No,3.8
SES-000222,ST-0263,2023-06-21,7.49,20.4,89.88,No,4.6
SES-001139,ST-0205,2024-06-24,24.33,24.3,437.99,No,3.6
SES-001326,ST-0164,2023-12-04,45.92,45.9,950.6,Yes,3.0
SES-000820,ST-0089,2024-08-20,1.6,29.1,12.79,No,4.2
SES-001293,ST-0252,2023-09-14,41.05,16.4,1038.55,Yes,4.6
SES-000996,ST-0126,2024-08-15,13.32,36.3,159.89,No,3.8
SES-000007,ST-0061,2023-10-03,17.63,48.1,211.56,No,3.9
SES-000310,ST-0131,2024-12-12,67.72,27.1,1489.84,No,4.2
SES-001101,ST-0097,2023-10-09,5.26,14.3,72.54,Yes,3.3
SES-001225,ST-0026,2024-03-02,2.09,38.0,19.25,Yes,4.6
SES-000282,ST-0098,2023-03-29,,40.5,17.84,No,4.0
SES-001490,ST-0273,2024-12-23,9.56,26.1,131.98,Yes,4.9
SES-001142,ST-0289,2023-08-13,17.83,48.6,213.94,No,3.7
SES-000149,ST-0022,2023-07-17,14.35,39.1,172.22,No,3.5
SES-000398,ST-0191,2023-10-26,75.75,30.3,1916.56,Yes,4.5
SES-000620,ST-0284,2024-08-17,69.99,28.0,1539.7,No,3.5
SES-000328,ST-0165,2024-11-24,37.71,37.7,780.58,Yes,4.8
SES-000487,ST-0133,2024-03-28,2.89,52.6,26.63,Yes,4.7
SES-000578,ST-0217,2024-07-07,2.9,52.8,23.23,No,3.5
SES-000666,ST-0204,2023-08-09,405.571250483673,46.5,963.22,Yes,4.4
SES-000523,ST-0005,2024-09-08,18.2,49.6,251.12,Yes,3.9
SES-000918,ST-0131,2024-10-15,96.31,38.5,,No,4.7
SES-000882,ST-0174,2023-12-24,39.24,39.2,812.34,Yes,3.6
SES-000272,ST-0096,2023-08-20,27.58,27.6,496.38,No,3.2
SES-001029,ST-0203,2024-02-05,27.39,27.4,567.0,Yes,4.4
SES-000607,ST-0163,2023-08-09,2.17,39.5,17.39,No,4.9
SES-000087,ST-0285,2024-07-24,49.86,19.9,1261.57,Yes,4.0
SES-000165,ST-0174,2024-08-08,22.69,22.7,469.65,Yes,4.7
SES-001307,ST-0200,2024-10-19,106.13,42.5,2685.14,Yes,3.6
SES-000628,ST-0229,2024-03-13,15.32,41.8,183.86,No,4.0
SES-000556,ST-0201,2024-11-29,2.2,40.1,20.27,Yes,4.6
SES-000194,ST-0231,2023-02-16,22.09,22.1,397.67,No,3.9
SES-000327,ST-0066,2023-09-26,1.79,32.5,16.43,Yes,4.0
SES-000344,ST-0248,2024-06-15,3.05,55.4,24.39,No,3.5
SES-000109,ST-0031,2024-04-30,30.09,30.1,622.91,Yes,4.0
SES-000156,ST-0222,2024-10-13,116.69,46.7,2567.07,No,4.5
SES-000531,ST-0002,2023-04-02,116.4,46.6,2560.85,No,4.0
SES-001208,ST-0263,2024-11-11,5.58,15.2,67.02,No,3.7
SES-000376,ST-0071,2024-08-24,64.45,25.8,1630.46,Yes,4.0
SES-001419,ST-0157,2024-10-26,33.47,33.5,602.46,No,4.2
SES-000764,ST-0144,2023-07-16,1.37,25.0,12.63,Yes,3.1
SES-000481,ST-0113,2024-02-29,23.39,23.4,420.95,No,4.4
SES-000992,ST-0005,2023-11-21,5.35,14.6,64.16,No,3.9
SES-000691,ST-0227,2024-11-25,33.02,33.0,683.49,Yes,3.2
SES-001406,ST-0249,2024-06-07,3.41,62.0,27.27,No,3.8
SES-001434,ST-0150,2023-05-09,84.58,33.8,2140.0,Yes,3.1
SES-001280,ST-0175,2024-11-05,9.32,25.4,111.8,No,4.2
SES-000472,ST-0184,2024-12-22,2.21,40.2,17.69,No,4.1
SES-001276,ST-0195,2024-12-24,32.44,32.4,671.5,Yes,3.7
SES-000017,ST-0191,2024-10-31,44.18,17.7,971.95,No,3.2
SES-001083,ST-0252,2023-02-04,60.93,24.4,1340.45,No,4.8
SES-000682,ST-0189,2023-12-08,115.75,46.3,2546.54,No,3.1
SES-000076,ST-0241,2023-07-16,2.57,46.7,23.64,Yes,4.8
SES-000135,ST-0070,2024-07-19,13.32,36.3,183.87,Yes,4.2
SES-000002,ST-0067,2023-01-27,45.95,46.0,827.13,No,3.3
SES-000438,ST-0212,2023-06-22,91.56,36.6,2014.35,No,4.2
SES-001009,ST-0283,2024-01-26,59.82,23.9,1316.01,No,4.7
SES-000320,ST-0265,2023-04-28,72.81,29.1,1842.17,Yes,3.7
SES-001269,ST-0005,2024-04-13,13.43,36.6,185.34,Yes,3.1
SES-000982,ST-0065,2023-04-05,2.53,46.0,20.25,No,4.0
SES-000957,ST-0160,2024-10-21,93.78,37.5,2063.2,No,5.0
SES-000644,ST-0257,2023-05-09,35.97,36.0,744.48,Yes,4.4
SES-000322,ST-0169,2024-01-04,77.87,31.1,1713.25,No,4.6
SES-000568,ST-0198,2023-11-30,1.58,28.7,12.64,No,4.8
SES-001470,ST-0088,2023-06-23,6.37,17.4,87.85,Yes,4.3
SES-000252,ST-0195,2024-10-15,32.23,,667.21,Yes,4.3
SES-000875,ST-0044,2024-05-19,17.97,49.0,215.61,No,4.6
SES-001092,ST-0293,2023-08-07,2.29,41.6,18.33,No,4.4
SES-001353,ST-0247,2024-01-01,3.35,60.9,26.78,No,4.7
SES-000063,ST-0080,2024-08-06,42.57,17.0,1077.1,Yes,4.2
SES-001471,ST-0043,2023-09-23,79.27,31.7,1744.04,No,3.9
SES-000090,ST-0173,2024-05-30,107.61,43.0,2367.34,No,4.0
SES-001405,ST-0276,2023-03-21,2.07,37.6,19.04,Yes,3.4
SES-001374,ST-0193,2023-12-11,21.26,21.3,382.65,No,5.0
SES-000157,ST-0017,2024-12-06,8.79,24.0,105.42,No,4.2
SES-000442,ST-0122,2024-12-14,48.15,19.3,1218.23,Yes,3.8
SES-001266,ST-0027,2023-10-09,14.79,40.3,177.45,No,3.5
SES-000716,ST-0246,2024-11-21,112.12,44.8,2466.59,No,3.3
SES-000415,ST-0292,2023-06-29,3.4,61.7,27.16,No,4.7
SES-001383,ST-0128,2023-10-15,60.58,24.2,1332.7,No,3.7
SES-000553,ST-0042,2023-01-08,16.96,46.3,234.07,Yes,3.9
SES-000512,ST-0101,2024-10-18,48.7,48.7,876.63,No,5.0
SES-001392,ST-0061,2024-07-23,15.3,41.7,183.55,No,3.1
SES-000522,ST-0005,2024-04-11,9.92,27.1,136.89,Yes,3.0
SES-000864,ST-0097,2023-09-29,13.64,37.2,163.73,No,4.4
SES-001289,ST-0097,2024-05-02,10.21,27.8,122.52,No,3.3
SES-000693,ST-0138,2023-09-23,83.54,33.4,1837.88,No,4.6
SES-000474,ST-0011,2024-03-14,11.02,30.1,152.09,Yes,4.9
SES-001411,ST-0136,2024-02-22,10.59,28.9,146.16,Yes,3.3
SES-000745,ST-0156,2024-11-12,15.96,43.5,191.5,No,3.8
SES-001287,ST-0287,2023-06-12,9.36,25.5,129.15,Yes,3.2
SES-000181,ST-0223,2024-02-09,30.07,30.1,,No,4.8
SES-000712,ST-0008,2023-01-08,48.43,48.4,871.78,No,3.1
SES-000739,ST-0177,2024-11-03,115.04,46.0,2530.93,No,4.4
SES-001369,ST-0101,2024-01-27,29.82,29.8,536.76,No,3.7
SES-000402,ST-0149,2023-04-24,60.47,24.2,1529.91,Yes,3.4
SES-000796,ST-0141,2024-12-11,14.33,39.1,172.02,No,4.0
SES-000346,ST-0187,2024-05-09,2.78,50.6,22.27,No,3.9
SES-001495,ST-0124,2023-06-05,19.44,,268.34,Yes,4.3
SES-000251,ST-0277,2024-12-21,13.2,36.0,182.21,Yes,4.9
SES-000296,ST-0287,2023-07-18,9.2,25.1,110.41,No,3.7
SES-001450,ST-0280,2023-12-11,2.85,51.9,22.82,No,4.3
SES-001286,ST-0109,2024-02-18,56.57,22.6,1244.64,No,3.3
SES-000835,ST-0018,2024-06-23,12.77,34.8,176.19,Yes,3.5
SES-000263,ST-0228,2024-10-27,31.86,31.9,573.44,No,4.7
SES-000121,ST-0257,2023-02-07,31.04,31.0,642.52,Yes,4.4
SES-001483,ST-0181,2023-05-21,1.02,18.5,,Yes,4.4
SES-000695,ST-0171,2023-05-27,17.5,47.7,210.01,No,3.6
SES-000220,ST-0168,2023-01-02,20.56,20.6,370.02,No,4.3
SES-000268,ST-0210,2023-08-18,35.9,35.9,,No,4.9
SES-000369,ST-0206,2024-07-10,6.53,17.8,78.35,No,3.6
SES-000193,ST-0023,2024-06-30,96.97,38.8,2133.33,No,3.8
SES-000291,ST-0293,2024-04-20,1.49,27.0,11.89,No,4.2
SES-001398,ST-0013,2023-05-31,69.55,27.8,1530.07,No,4.3
SES-001381,ST-0291,2024-01-26,1.13,20.6,10.43,Yes,3.4
SES-001360,ST-0206,2024-06-17,15.1,41.2,181.16,No,3.7
SES-000888,ST-0220,2024-12-19,7.27,19.8,87.27,No,4.8
SES-000547,ST-0054,2024-01-22,5.95,16.2,82.04,Yes,3.6
SES-000075,ST-0047,2024-03-22,7.88,21.5,94.59,No,3.3
SES-001223,ST-0112,2024-03-22,111.94,44.8,2832.14,Yes,4.5
SES-000849,ST-0034,2024-06-07,19.23,52.5,265.4,Yes,4.5
SES-000253,ST-0040,2023-10-12,2.18,39.7,20.1,Yes,3.8
SES-000433,ST-0139,2023-03-26,15.61,42.6,187.34,No,5.0
SES-000871,ST-0267,2024-03-10,9.96,27.2,137.38,Yes,3.0
SES-000597,ST-0009,2024-11-26,46.63,46.6,839.36,No,3.7
SES-001415,ST-0193,2023-08-05,,22.7,470.73,Yes,5.0
SES-000012,ST-0134,2024-09-08,91.2,36.5,2006.45,No,4.9
SES-000850,ST-0209,2023-08-18,19.38,52.9,267.51,Yes,4.7
SES-000655,ST-0075,2023-02-05,23.87,23.9,429.71,No,4.4
SES-000970,ST-0162,2023-02-09,53.91,21.6,1363.96,Yes,4.1
SES-000981,ST-0070,2023-09-23,,48.8,214.89,No,3.8
SES-000210,ST-0141,2024-07-20,17.48,47.7,241.2,Yes,3.5
SES-001365,ST-0162,2023-02-04,72.55,29.0,1835.64,Yes,4.9
SES-001117,ST-0148,2023-01-11,,29.0,146.68,Yes,3.2
SES-001329,ST-0277,2023-03-14,14.32,39.0,197.57,Yes,5.0
SES-000180,ST-0189,2024-11-11,44.54,17.8,979.8,No,4.1
SES-001194,ST-0203,2023-04-02,,38.7,696.04,No,4.9
SES-000514,ST-0011,2024-08-02,7.53,20.5,90.35,No,4.1
SES-000313,ST-0106,2023-06-16,,24.0,1321.57,No,4.2
SES-000441,ST-0282,2023-02-05,2.99,54.3,27.5,Yes,4.9
SES-000622,ST-0285,2023-06-17,77.83,31.1,1712.33,No,4.5
SES-000161,ST-0137,2023-05-01,5.99,16.3,71.87,No,4.5
SES-001342,ST-0092,2024-01-12,10.47,28.6,125.62,No,3.3
SES-000377,ST-0103,2024-04-17,5.35,14.6,64.19,No,4.0
SES-000206,ST-0207,2023-05-04,15.97,43.6,191.64,No,4.1
SES-000289,ST-0028,2024-09-24,1.36,24.8,10.92,No,4.2
SES-000057,ST-0003,2024-10-03,33.17,33.2,597.01,No,4.2
SES-000685,ST-0114,2023-04-18,1.44,26.2,11.52,No,3.7
SES-000385,ST-0220,2024-02-18,6.05,16.5,72.61,No,4.1
SES-000501,ST-0273,2024-05-08,,20.8,91.61,No,4.7
SES-001431,ST-0271,2024-07-27,40.83,40.8,845.13,Yes,3.8
SES-000838,ST-0174,2024-10-21,21.16,21.2,380.84,No,3.9
SES-000232,ST-0079,2024-12-25,35.32,35.3,635.83,No,3.8
SES-001267,ST-0149,2023-04-20,109.7,43.9,2413.41,No,4.5
SES-000426,ST-0192,2023-06-18,1.39,25.3,11.13,No,3.4
SES-001210,ST-0258,2023-01-16,57.72,23.1,1269.78,No,3.2
SES-000311,ST-0020,2023-12-06,37.39,37.4,673.02,No,4.8
SES-000590,ST-0207,2023-03-31,6.28,17.1,86.65,Yes,4.2
