Session_ID,Station_ID,Session_Date,Energy_Consumed_kWh,Charging_Duration_Mins,Revenue_INR,Peak_Hour_Flag,User_Rating,Session_Year
SES-001196,ST-0177,03-10-2024,109.15,43.7,2401,No,3,2024
SES-000500,ST-0269,16-09-2024,3.74,68,30,No,4.9,2024
SES-001199,ST-0109,05-02-2024,63.28,25.3,1392,No,4.2,2024
SES-001011,ST-0151,19-12-2024,46.18,46.2,831,No,3.3,2024
SES-000185,ST-0180,25-12-2024,6.65,18.1,80,No,3.8,2024
SES-000688,ST-0096,18-07-2024,44.26,44.3,797,No,3.9,2024
SES-001170,ST-0138,05-12-2024,59.39,23.8,1307,No,3.3,2024
SES-000980,ST-0254,21-06-2024,32.46,32.5,584,No,3.2,2024
SES-000028,ST-0171,23-06-2024,16.84,45.9,202,No,5,2024
SES-000798,ST-0033,09-06-2024,78.93,31.6,1736,No,4.7,2024
SES-000239,ST-0266,05-07-2024,45.28,45.3,815,No,4.1,2024
SES-001010,ST-0191,06-12-2024,107.37,35.83,2362,No,4.2,2024
SES-001482,ST-0147,20-05-2024,2.37,43,19,No,3.7,2024
SES-000390,ST-0163,26-01-2024,2.15,39.1,17,No,3.5,2024
SES-001430,ST-0003,24-02-2024,46.54,46.5,838,No,4.9,2024
SES-001245,ST-0263,08-12-2024,9.36,25.5,112,No,3.6,2024
SES-000307,ST-0125,08-03-2024,45.04,45,811,No,3.1,2024
SES-000429,ST-0130,13-02-2024,11.52,31.4,138,No,3.7,2024
SES-000909,ST-0298,24-04-2024,59.55,23.8,1310,No,3.2,2024
SES-000951,ST-0164,05-08-2024,25.13,25.1,452,No,4.1,2024
SES-000163,ST-0215,14-01-2024,102.42,41,2253,No,3.7,2024
SES-000096,ST-0091,07-12-2024,15.34,41.8,184,No,3.9,2024
SES-001031,ST-0143,14-08-2024,30.65,30.6,552,No,4,2024
SES-000208,ST-0006,31-05-2024,16.75,45.7,201,No,3.8,2024
SES-000230,ST-0168,18-03-2024,40.25,40.3,725,No,4.4,2024
SES-000897,ST-0147,12-12-2024,2.81,51,22,No,4.5,2024
SES-001393,ST-0121,16-08-2024,99.9,40,2198,No,4,2024
SES-000261,ST-0122,28-11-2024,57.79,23.1,1271,No,4.1,2024
SES-000920,ST-0299,31-07-2024,1.68,30.5,13,No,3.1,2024
SES-000938,ST-0263,17-03-2024,18.81,51.3,226,No,4.6,2024
SES-001036,ST-0154,08-10-2024,11.2,30.5,134,No,4.2,2024
SES-000895,ST-0164,16-12-2024,43.33,43.3,780,No,3.4,2024
SES-000283,ST-0141,22-01-2024,17.91,48.8,215,No,3.3,2024
SES-000935,ST-0084,15-09-2024,3.81,69.4,31,No,3.7,2024
SES-000093,ST-0238,13-05-2024,17.42,47.5,209,No,3.1,2024
SES-001235,ST-0189,21-09-2024,106.42,42.6,2341,No,3.6,2024
SES-001110,ST-0251,01-03-2024,69,27.6,1518,No,3.3,2024
SES-000635,ST-0132,20-01-2024,25.14,35.83,452,No,4.1,2024
SES-000765,ST-0055,23-09-2024,48.27,48.3,869,No,4.4,2024
SES-001129,ST-0098,18-06-2024,2.01,36.6,16,No,5,2024
SES-000903,ST-0096,27-12-2024,46.44,46.4,836,No,4,2024
SES-000423,ST-0121,26-02-2024,84.68,33.9,677.15,No,4.6,2024
SES-000925,ST-0083,20-12-2024,107.3,42.9,2360,No,4.7,2024
SES-001107,ST-0128,17-02-2024,119.86,47.9,2637,No,5,2024
SES-000498,ST-0054,04-01-2024,14.59,39.8,175,No,4.8,2024
SES-001453,ST-0246,07-10-2024,57.87,23.1,1273,No,3.6,2024
SES-000088,ST-0260,03-01-2024,2.88,52.3,23,No,3.6,2024
SES-000065,ST-0099,31-12-2024,37.75,37.7,679,No,3.1,2024
SES-001295,ST-0213,13-09-2024,26.53,26.5,478,No,4.2,2024
SES-000606,ST-0190,24-12-2024,26.64,26.6,479,No,3.4,2024
SES-000154,ST-0037,17-02-2024,23.1,23.1,677.15,No,3.9,2024
SES-000614,ST-0085,15-07-2024,3.92,71.3,31,No,4.6,2024
SES-000411,ST-0278,05-08-2024,42.63,42.6,767,No,4.9,2024
SES-000518,ST-0240,28-10-2024,2.79,50.8,22,No,4.8,2024
SES-000221,ST-0211,27-09-2024,48.42,48.4,871,No,4.3,2024
SES-000358,ST-0223,24-05-2024,37.21,37.2,670,No,4.4,2024
SES-001158,ST-0072,26-06-2024,9.96,27.2,119,No,4.1,2024
SES-001303,ST-0075,06-10-2024,46.73,46.7,841,No,3.1,2024
SES-000196,ST-0200,29-02-2024,116.06,46.4,2553,No,4.2,2024
SES-000116,ST-0186,12-06-2024,5.73,15.6,69,No,4.2,2024
SES-001076,ST-0016,24-08-2024,305.65,33.4,15,No,4.8,2024
SES-001463,ST-0239,12-03-2024,6.45,17.6,77,No,4.3,2024
SES-001020,ST-0011,20-04-2024,19.61,53.5,235,No,3.5,2024
SES-001001,ST-0008,08-01-2024,31.09,31.1,560,No,4.3,2024
SES-000421,ST-0190,04-07-2024,40.02,40,720,No,4.2,2024
SES-001120,ST-0152,13-01-2024,67.92,27.2,1494,No,4.7,2024
SES-000549,ST-0135,04-05-2024,12.67,34.5,152,No,3.3,2024
SES-000123,ST-0133,05-03-2024,1.89,34.4,15,No,4.9,2024
SES-001390,ST-0147,26-03-2024,3.58,65.1,29,No,4.8,2024
SES-000710,ST-0061,02-12-2024,14.49,39.5,174,No,4,2024
SES-000098,ST-0030,24-03-2024,6.45,17.6,77,No,3.4,2024
SES-000510,ST-0187,01-03-2024,2.53,46,20,No,4.6,2024
SES-000747,ST-0261,29-11-2024,1.61,29.3,13,No,3.4,2024
SES-000225,ST-0001,09-10-2024,105.33,42.1,2317,No,4.3,2024
SES-000648,ST-0032,15-06-2024,2.1,38.2,677.15,No,4.8,2024
SES-001088,ST-0201,02-01-2024,2.99,54.3,24,No,4.6,2024
SES-000443,ST-0260,19-06-2024,3.57,64.9,29,No,3.3,2024
SES-001422,ST-0052,05-07-2024,25.22,25.2,454,No,4.9,2024
SES-000656,ST-0185,02-06-2024,63.46,25.4,1396,No,4.8,2024
SES-000425,ST-0298,31-05-2024,55.08,22,1212,No,4.6,2024
SES-000662,ST-0243,19-06-2024,38.53,38.5,694,No,4.5,2024
SES-000636,ST-0189,27-10-2024,64.22,25.7,1413,No,3.6,2024
SES-000529,ST-0182,27-05-2024,109.18,43.7,2402,No,3.1,2024
SES-000988,ST-0226,28-07-2024,1.74,31.6,14,No,4.5,2024
SES-000219,ST-0068,09-03-2024,2.3,41.8,18,No,3.4,2024
SES-000821,ST-0289,05-12-2024,5.13,14,62,No,3.8,2024
SES-000486,ST-0114,26-01-2024,1.68,30.5,13,No,4.6,2024
SES-001018,ST-0007,18-07-2024,35.71,35.7,643,No,3.6,2024
SES-001081,ST-0101,03-08-2024,24.89,24.9,448,No,3.5,2024
SES-000455,ST-0205,09-02-2024,31.19,31.2,561,No,3.9,2024
SES-000905,ST-0038,18-06-2024,49.43,49.4,890,No,4.7,2024
SES-001108,ST-0277,24-06-2024,19.69,53.7,236,No,4.8,2024
SES-000761,ST-0099,29-05-2024,20.97,21,377,No,4.1,2024
SES-000649,ST-0169,29-10-2024,56.53,22.6,1244,No,3.2,2024
SES-001232,ST-0057,25-02-2024,9.5,25.9,114,No,4.9,2024
SES-001499,ST-0297,17-05-2024,5.79,15.8,69,No,3.2,2024
SES-000032,ST-0106,19-06-2024,52.36,20.9,1152,No,3.8,2024
SES-001236,ST-0274,17-08-2024,2.26,41,18,No,4.8,2024
SES-001479,ST-0228,17-06-2024,28.7,28.7,517,No,4.6,2024
SES-001113,ST-0027,07-02-2024,14.8,40.4,178,No,3.6,2024
SES-000893,ST-0299,02-03-2024,3.02,54.9,24,No,3.7,2024
SES-000939,ST-0113,30-11-2024,20.32,35.83,366,No,3.2,2024
SES-000806,ST-0123,19-07-2024,41.62,41.6,749,No,3.2,2024
SES-000832,ST-0072,04-12-2024,9.24,25.2,111,No,4.6,2024
SES-001072,ST-0146,22-05-2024,11.77,32.1,141,No,3,2024
SES-000588,ST-0028,29-07-2024,1.52,27.7,12,No,4.1,2024
SES-000434,ST-0052,31-12-2024,41.8,41.8,752,No,4.4,2024
SES-000675,ST-0019,31-07-2024,48.33,48.3,870,No,3.5,2024
SES-000467,ST-0188,11-12-2024,48.74,48.7,877,No,3.1,2024
SES-001193,ST-0068,13-12-2024,1.88,34.1,15,No,4.7,2024
SES-001425,ST-0239,21-11-2023,16.83,45.9,202,No,3.9,2023
SES-001221,ST-0178,11-04-2023,2.86,52,23,No,3.1,2023
SES-000847,ST-0091,07-05-2023,8.16,22.2,98,No,4.7,2023
SES-000143,ST-0090,30-08-2023,19.26,52.5,231,No,3.4,2023
SES-001291,ST-0270,28-06-2023,1.47,26.7,12,No,3.3,2023
SES-000273,ST-0017,13-09-2023,9.08,35.83,109,No,4.3,2023
SES-000422,ST-0058,10-03-2023,41.46,41.5,746,No,4.9,2023
SES-001447,ST-0188,29-12-2023,42.29,42.3,761,No,3.8,2023
SES-000046,ST-0207,19-04-2023,14.71,40.1,176,No,3.6,2023
SES-001166,ST-0259,25-06-2023,28.06,28.1,505,No,4.7,2023
SES-001183,ST-0285,10-12-2023,119.79,47.9,2635,No,5,2023
SES-000453,ST-0209,01-12-2023,7.06,19.2,85,No,4.6,2023
SES-001437,ST-0286,16-12-2023,37.21,37.2,670,No,3.5,2023
SES-000458,ST-0008,20-11-2023,32.35,32.4,582,No,3.1,2023
SES-001079,ST-0017,06-10-2023,6.15,16.8,74,No,3.3,2023
SES-001389,ST-0231,03-07-2023,34.29,34.3,617,No,4.2,2023
SES-000242,ST-0147,28-12-2023,1.48,26.9,12,No,3.4,2023
SES-000725,ST-0299,09-11-2023,1.84,33.5,15,No,3.7,2023
SES-000904,ST-0013,10-06-2023,108.62,43.4,2390,No,4.1,2023
SES-001106,ST-0090,19-10-2023,18.57,50.6,223,No,3.8,2023
SES-001481,ST-0174,03-05-2023,28.58,28.6,514,No,4.2,2023
SES-000601,ST-0055,31-10-2023,21.37,21.4,385,No,4.6,2023
SES-000667,ST-0142,10-08-2023,65.86,26.3,1449,No,3.5,2023
SES-000482,ST-0043,23-08-2023,117.46,47,2584,No,4.9,2023
SES-001200,ST-0225,10-10-2023,6.83,18.6,82,No,4,2023
SES-000072,ST-0244,02-10-2023,7.82,21.3,94,No,4.1,2023
SES-000404,ST-0251,31-07-2023,101.45,40.6,2232,No,3.3,2023
SES-001164,ST-0060,14-04-2023,2.58,47,21,No,5,2023
SES-000862,ST-0274,21-10-2023,1.06,19.3,8,No,5,2023
SES-001174,ST-0071,22-01-2023,34.51,39.6,2179,No,4.5,2023
SES-000419,ST-0064,14-02-2023,41.98,42,756,No,3.9,2023
SES-000863,ST-0109,05-10-2023,66.95,26.8,1473,No,3.2,2023
SES-000319,ST-0031,17-03-2023,26.72,26.7,481,No,3.5,2023
SES-001417,ST-0073,09-08-2023,25.36,25.4,457,No,3.6,2023
SES-000961,ST-0159,17-08-2023,62.56,25,1376,No,4.4,2023
SES-000554,ST-0229,30-09-2023,10.23,27.9,123,No,3.9,2023
SES-000312,ST-0023,10-12-2023,71.99,28.8,1584,No,3.1,2023
SES-001116,ST-0187,16-04-2023,2.87,52.1,23,No,3.6,2023
SES-000917,ST-0224,13-11-2023,85.63,34.3,1884,No,4.5,2023
SES-000264,ST-0143,27-11-2023,46.76,46.8,842,No,4.8,2023
SES-000979,ST-0190,02-11-2023,46.28,46.3,833,No,4.3,2023
SES-000721,ST-0187,13-12-2023,2.95,53.6,24,No,3.5,2023
SES-000581,ST-0025,01-12-2023,50.12,20,1103,No,3.8,2023
SES-000788,ST-0119,07-06-2023,2.73,49.7,22,No,4.3,2023
SES-001277,ST-0239,06-03-2023,7.16,19.5,86,No,3.6,2023
SES-001175,ST-0072,20-03-2023,18.43,50.3,221,No,4.9,2023
SES-000047,ST-0257,06-01-2023,34.51,46.9,845,No,3.8,2023
SES-000822,ST-0028,21-09-2023,3.67,66.7,29,No,3.5,2023
SES-000594,ST-0001,02-01-2023,78.71,31.5,1732,No,3.4,2023
SES-000249,ST-0285,15-08-2023,112.94,45.2,2485,No,4.9,2023
SES-000886,ST-0218,01-05-2023,79.51,31.8,1749,No,4.5,2023
SES-000561,ST-0144,23-05-2023,1.93,35.1,15,No,4.9,2023
SES-001168,ST-0043,07-04-2023,119.34,47.7,2626,No,3.6,2023
SES-001300,ST-0243,20-10-2023,24.46,24.5,440,No,4.2,2023
SES-000689,ST-0010,19-02-2023,10.11,27.6,121,No,4.1,2023
SES-000205,ST-0204,28-11-2023,49.91,49.9,898,No,4.7,2023
SES-000836,ST-0206,13-01-2023,18.61,50.8,223,No,3.8,2023
SES-000493,ST-0228,15-11-2023,27.4,27.4,493,No,4.2,2023
SES-000848,ST-0241,16-04-2023,2.01,36.6,16,No,4.6,2023
SES-000231,ST-0195,22-11-2023,23.13,23.1,416,No,3.6,2023
SES-001204,ST-0214,22-12-2023,14.8,40.4,178,No,4.4,2023
SES-000929,ST-0138,08-02-2023,96.79,38.7,2129,No,4.4,2023
SES-000811,ST-0116,04-08-2023,65.46,26.2,1440,No,3.3,2023
SES-000094,ST-0207,30-12-2023,11.07,30.2,133,No,3.9,2023
SES-000288,ST-0218,29-10-2023,69.16,27.7,1522,No,4.6,2023
SES-000738,ST-0110,03-10-2023,41.02,41,738,No,4.5,2023
SES-001418,ST-0063,03-02-2023,108.6,43.4,2389,No,4,2023
SES-000162,ST-0224,03-02-2023,45.38,18.2,998,No,3.5,2023
SES-001308,ST-0081,01-08-2023,110.32,44.1,2427,No,4.9,2023
SES-000527,ST-0183,13-07-2023,6.93,18.9,83,No,4.4,2023
SES-000709,ST-0220,20-05-2023,5.15,14,62,No,3.7,2023
SES-000454,ST-0284,14-07-2023,75.51,30.2,1661,No,3.5,2023
SES-001477,ST-0031,27-01-2023,38.57,38.6,694,No,4.4,2023
SES-001498,ST-0189,08-08-2023,66.44,26.6,1462,No,3.9,2023
SES-001186,ST-0182,14-01-2023,79.87,31.9,1757,No,3.7,2023
SES-000019,ST-0273,14-11-2023,13.77,37.6,165,No,4.4,2023
SES-001402,ST-0196,04-03-2023,3.17,57.6,25,No,3.4,2023
SES-001323,ST-0016,27-09-2023,3.58,65.2,29,No,4.3,2023
SES-000650,ST-0011,01-08-2023,15.43,42.1,185,No,4.2,2023
SES-000858,ST-0092,28-03-2023,17.62,48.1,211,No,4.2,2023
SES-000257,ST-0078,11-05-2023,72.02,28.8,1584,No,4.4,2023
SES-000260,ST-0019,24-01-2023,35.54,35.5,640,No,4.2,2023
SES-001099,ST-0108,22-07-2023,1.61,29.3,13,No,4.6,2023
SES-001218,ST-0273,24-03-2023,16.84,45.9,202,No,4.8,2023
SES-000236,ST-0142,03-01-2023,116.96,46.8,2573,No,3.2,2023
SES-000353,ST-0118,18-05-2023,34.51,26.7,117,No,4.9,2023
SES-000783,ST-0075,14-05-2023,49.7,49.7,895,No,4.1,2023
SES-000958,ST-0004,08-09-2023,59.16,23.7,1301,No,3.4,2023
SES-000660,ST-0291,28-10-2023,1.47,26.7,12,No,4.1,2023
SES-000916,ST-0283,08-03-2023,59.78,23.9,1315,No,3.5,2023
SES-000906,ST-0063,09-05-2023,96.38,38.6,2120,No,3.6,2023
SES-001115,ST-0027,05-05-2023,19.31,52.7,232,No,4.6,2023
SES-001322,ST-0004,24-04-2023,75.26,30.1,1656,No,4.6,2023
SES-000085,ST-0215,14-04-2023,41.22,16.5,907,No,4.7,2023
SES-000333,ST-0257,08-03-2023,25.77,25.8,464,No,4.9,2023
SES-000309,ST-0119,16-12-2023,2.51,45.6,20,No,3.5,2023
SES-001016,ST-0253,03-02-2023,114.92,46,2528,No,4.9,2023
SES-000489,ST-0251,23-02-2023,56.73,22.7,1248,No,3.9,2023
SES-001494,ST-0229,14-08-2023,13.55,36.9,163,No,4.1,2023
SES-001224,ST-0284,23-05-2023,62.19,24.9,1368,No,3.4,2023
SES-000463,ST-0097,15-04-2023,17.32,47.2,208,No,3.5,2023
SES-000619,ST-0052,15-05-2023,38.02,38,684,No,3.4,2023
SES-000944,ST-0052,31-03-2023,44.83,44.8,807,No,4.1,2023
SES-000720,ST-0017,24-06-2023,10.69,29.2,128,No,4.1,2023
SES-000186,ST-0140,07-05-2023,79.1,31.6,1740,No,4.2,2023
SES-000803,ST-0121,10-01-2023,64.92,26,1428,No,3.5,2023
SES-000503,ST-0232,04-11-2023,14.32,39.1,172,No,4,2023
SES-000195,ST-0243,24-01-2023,22.21,22.2,400,No,4.5,2023
SES-001475,ST-0148,10-02-2023,5.67,15.5,68,No,4.5,2023
SES-000418,ST-0110,08-04-2023,39.79,39.8,716,No,3.8,2023
SES-000732,ST-0203,28-03-2023,43.73,43.7,787,No,3.5,2023
SES-000128,ST-0018,30-07-2023,19.97,54.5,240,No,3.8,2023
SES-001140,ST-0050,16-11-2023,10.98,30,132,No,3.4,2023
SES-000120,ST-0144,18-06-2023,3.35,60.9,27,No,4.5,2023
SES-001240,ST-0154,07-01-2023,6.87,18.7,82,No,3.3,2023
SES-000718,ST-0275,17-05-2023,36.95,36.9,665,No,3.9,2023
SES-000420,ST-0145,11-06-2023,40.19,40.2,724,No,4.6,2023
SES-001439,ST-0056,01-06-2023,67.81,27.1,1492,No,4.2,2023
SES-000696,ST-0063,01-10-2023,116.89,35.83,2572,No,3.4,2023
SES-001382,ST-0020,01-09-2023,25.64,25.6,461,No,4.8,2023
SES-000356,ST-0057,11-12-2023,19.82,54.1,238,No,3.2,2023
SES-001052,ST-0181,06-04-2023,2,36.3,16,No,3.5,2023
SES-000550,ST-0139,14-04-2023,17.39,47.4,209,No,3.9,2023
SES-001151,ST-0092,28-03-2023,12.39,33.8,149,No,4.8,2023
SES-000557,ST-0079,03-09-2023,20.47,20.5,368,No,3.1,2023
SES-000329,ST-0206,24-04-2023,12.65,34.5,152,No,4,2023
SES-000449,ST-0148,12-12-2023,7.82,21.3,94,No,3.7,2023
SES-001038,ST-0286,12-06-2023,28.36,28.4,511,No,3.6,2023
SES-001043,ST-0096,14-05-2023,47.69,47.7,858,No,4.6,2023
SES-000572,ST-0165,28-10-2023,43.55,43.6,784,No,4.5,2023
SES-001256,ST-0147,05-05-2023,1.88,34.2,15,No,4.7,2023
SES-000609,ST-0161,08-12-2023,69.37,27.7,1526,No,4.1,2023
SES-000375,ST-0013,03-08-2023,42.94,17.2,945,No,4.8,2023
SES-000505,ST-0290,10-11-2023,23.01,23,414,No,3.8,2023
SES-000542,ST-0214,10-07-2023,13.65,35.83,164,No,3.2,2023
SES-001066,ST-0137,10-08-2023,9.07,24.7,109,No,4.8,2023
SES-000998,ST-0056,20-06-2023,102.95,41.2,2265,No,4.9,2023
SES-000285,ST-0258,05-03-2023,42.78,17.1,941,No,4.8,2023
SES-001035,ST-0085,12-04-2023,2.58,46.9,21,No,3.4,2023
SES-000922,ST-0127,09-01-2023,110.83,44.3,2438,No,4.4,2023
SES-000854,ST-0101,26-04-2023,40.57,40.6,730,No,3.1,2023
SES-000702,ST-0133,23-08-2023,2.63,47.7,21,No,3.2,2023
SES-000706,ST-0145,19-06-2023,27.52,27.5,495,No,4.7,2023
SES-000604,ST-0158,13-11-2023,46.67,18.7,1027,No,4.7,2023
SES-001403,ST-0207,17-01-2023,17.02,46.4,204,No,4.9,2023
SES-000400,ST-0240,25-06-2023,1.5,27.4,12,No,4.1,2023
SES-001281,ST-0285,11-03-2023,53.47,21.4,1176,No,4.3,2023
SES-000705,ST-0176,20-03-2023,40.47,16.2,890,No,3.8,2023
SES-001178,ST-0100,11-09-2023,2.51,45.7,20,No,4.2,2023
SES-000452,ST-0155,15-02-2023,6.32,17.2,76,No,3.1,2023
SES-000513,ST-0134,09-02-2023,99.24,39.7,2183,No,3.9,2023
SES-001306,ST-0214,15-03-2023,8.63,23.5,104,No,4.6,2023
SES-000127,ST-0081,31-05-2023,43.04,17.2,947,No,3.3,2023
SES-000722,ST-0116,01-05-2023,41.6,16.6,677.15,No,3.3,2023
SES-000294,ST-0193,03-12-2023,34.51,21.9,395,No,3.8,2023
SES-000733,ST-0081,07-06-2023,42.57,17,937,No,4.8,2023
SES-000091,ST-0233,12-12-2023,79.19,31.7,1742,No,4.1,2023
SES-000524,ST-0023,15-06-2023,112.56,45,2476,No,4.8,2023
SES-001131,ST-0266,26-11-2023,24.13,24.1,434,No,5,2023
SES-001367,ST-0106,28-03-2023,106.85,42.7,2351,No,4.2,2023
SES-001090,ST-0093,18-11-2023,69.88,28,1537,No,3.2,2023
SES-000744,ST-0216,14-06-2023,41.07,41.1,739,No,3.6,2023
SES-000852,ST-0005,21-10-2023,16.12,44,193,No,4,2023
SES-001133,ST-0123,28-12-2023,37.16,37.2,669,No,4.7,2023
SES-000830,ST-0131,04-07-2023,105.78,42.3,2327,No,4.8,2023
SES-001467,ST-0264,18-11-2023,9.54,26,114,No,3,2023
SES-001246,ST-0216,05-05-2023,21.26,35.83,383,No,3.1,2023
SES-000693,ST-0138,23-09-2023,83.54,33.4,1838,No,4.6,2023
SES-000552,ST-0016,12-02-2023,2.07,37.7,17,No,4.9,2023
SES-000698,ST-0037,13-09-2023,31.83,31.8,573,No,3.9,2023
SES-000546,ST-0177,20-06-2023,108.7,43.5,2391,No,4.3,2023
SES-000278,ST-0177,15-12-2023,101.52,40.6,2233,No,4.4,2023
SES-001093,ST-0057,26-11-2023,16.01,43.7,192,No,4,2023
SES-000323,ST-0210,23-07-2023,21.76,35.83,392,No,4.7,2023
SES-001135,ST-0247,18-03-2023,2.42,44,19,No,4.3,2023
SES-000902,ST-0062,22-09-2023,9,24.5,108,No,3.1,2023
SES-001190,ST-0291,22-01-2023,2.73,49.7,22,No,3.8,2023
SES-000222,ST-0263,21-06-2023,7.49,20.4,90,No,4.6,2023
SES-000007,ST-0061,03-10-2023,17.63,48.1,212,No,3.9,2023
SES-000282,ST-0098,29-03-2023,34.51,40.5,18,No,4,2023
SES-001142,ST-0289,13-08-2023,17.83,48.6,214,No,3.7,2023
SES-000149,ST-0022,17-07-2023,14.35,39.1,172,No,3.5,2023
SES-000272,ST-0096,20-08-2023,27.58,27.6,496,No,3.2,2023
SES-000607,ST-0163,09-08-2023,2.17,39.5,17,No,4.9,2023
SES-000194,ST-0231,16-02-2023,22.09,22.1,398,No,3.9,2023
SES-000531,ST-0002,02-04-2023,116.4,46.6,2561,No,4,2023
SES-000992,ST-0005,21-11-2023,5.35,14.6,64,No,3.9,2023
SES-001083,ST-0252,04-02-2023,60.93,24.4,1340,No,4.8,2023
SES-000682,ST-0189,08-12-2023,115.75,46.3,2547,No,3.1,2023
SES-000002,ST-0067,27-01-2023,45.95,46,827,No,3.3,2023
SES-000438,ST-0212,22-06-2023,91.56,36.6,2014,No,4.2,2023
SES-000982,ST-0065,05-04-2023,2.53,46,20,No,4,2023
SES-000568,ST-0198,30-11-2023,1.58,28.7,13,No,4.8,2023
SES-001092,ST-0293,07-08-2023,2.29,41.6,18,No,4.4,2023
SES-001471,ST-0043,23-09-2023,79.27,31.7,1744,No,3.9,2023
SES-001374,ST-0193,11-12-2023,21.26,21.3,383,No,5,2023
SES-001266,ST-0027,09-10-2023,14.79,40.3,177,No,3.5,2023
SES-000415,ST-0292,29-06-2023,3.4,61.7,27,No,4.7,2023
SES-001383,ST-0128,15-10-2023,60.58,24.2,1333,No,3.7,2023
SES-000864,ST-0097,29-09-2023,13.64,37.2,164,No,4.4,2023
SES-000712,ST-0008,08-01-2023,48.43,48.4,872,No,3.1,2023
SES-000296,ST-0287,18-07-2023,9.2,25.1,110,No,3.7,2023
SES-001450,ST-0280,11-12-2023,2.85,51.9,23,No,4.3,2023
SES-000695,ST-0171,27-05-2023,17.5,47.7,210,No,3.6,2023
SES-000220,ST-0168,02-01-2023,20.56,20.6,370,No,4.3,2023
SES-000268,ST-0210,18-08-2023,35.9,35.9,677.15,No,4.9,2023
SES-001398,ST-0013,31-05-2023,69.55,27.8,1530,No,4.3,2023
SES-000433,ST-0139,26-03-2023,15.61,42.6,187,No,5,2023
SES-000655,ST-0075,05-02-2023,23.87,23.9,430,No,4.4,2023
SES-000981,ST-0070,23-09-2023,34.51,48.8,215,No,3.8,2023
SES-001194,ST-0203,02-04-2023,34.51,38.7,696,No,4.9,2023
SES-000313,ST-0106,16-06-2023,34.51,24,1322,No,4.2,2023
SES-000622,ST-0285,17-06-2023,77.83,31.1,1712,No,4.5,2023
SES-000161,ST-0137,01-05-2023,5.99,16.3,72,No,4.5,2023
SES-000206,ST-0207,04-05-2023,15.97,43.6,192,No,4.1,2023
SES-000685,ST-0114,18-04-2023,1.44,26.2,12,No,3.7,2023
SES-001267,ST-0149,20-04-2023,109.7,43.9,2413,No,4.5,2023
SES-000426,ST-0192,18-06-2023,1.39,25.3,11,No,3.4,2023
SES-001210,ST-0258,16-01-2023,57.72,23.1,1270,No,3.2,2023
SES-000311,ST-0020,06-12-2023,37.39,37.4,673,No,4.8,2023
SES-001485,ST-0272,16-08-2023,49.83,49.8,897,No,4.6,2023
SES-000582,ST-0101,14-08-2023,48.07,48.1,865,No,3.3,2023
SES-001290,ST-0284,31-08-2023,82.84,33.1,1823,No,4.9,2023
SES-001134,ST-0117,06-09-2023,1.79,32.6,14,No,3.3,2023
SES-000457,ST-0289,27-06-2023,6.55,17.9,79,No,3.9,2023
SES-001318,ST-0287,11-06-2023,19.69,53.7,236,No,3.3,2023
SES-000672,ST-0220,27-05-2023,10.77,29.4,129,No,3.8,2023
SES-000995,ST-0126,09-05-2023,8.14,22.2,98,No,4.8,2023
SES-000559,ST-0004,05-12-2023,89.69,35.9,1973,No,4.8,2023
SES-001451,ST-0177,16-02-2023,81.94,32.8,1803,No,3.5,2023
SES-000956,ST-0237,27-09-2023,1.23,22.4,10,No,4.8,2023
SES-001278,ST-0173,27-12-2023,88.99,35.6,1958,No,4.9,2023
SES-001355,ST-0295,27-10-2023,43.06,35.83,775,No,3,2023
SES-000600,ST-0089,20-11-2023,1.75,31.9,14,No,4.5,2023
SES-000844,ST-0288,17-06-2023,10.02,27.3,120,No,3.4,2023
SES-001420,ST-0054,18-08-2023,9.31,25.4,112,No,4,2023
SES-001440,ST-0264,22-07-2023,14.1,35.83,169,No,3.3,2023
SES-001238,ST-0034,28-10-2023,11.25,30.7,135,No,3.7,2023
SES-000259,ST-0051,08-10-2023,87.71,35.1,1930,No,4.7,2023
SES-001159,ST-0027,22-04-2023,10.37,28.3,124,No,3.9,2023
SES-001480,ST-0154,30-10-2023,14.68,40,176,No,3.3,2023
SES-000593,ST-0163,17-11-2023,3.16,57.4,25,No,4.9,2023
SES-000611,ST-0153,23-02-2023,3.44,62.5,27,No,4.6,2023
SES-000439,ST-0298,12-01-2023,103.66,41.5,2280,No,3.5,2023
SES-001176,ST-0029,10-01-2023,12.23,33.4,147,No,3.5,2023
SES-000670,ST-0286,17-06-2023,24.51,24.5,441,No,3.3,2023
SES-001126,ST-0206,03-05-2023,13.2,36,158,No,3.7,2023
SES-000258,ST-0207,22-08-2023,6.96,19,84,No,4.6,2023
SES-001191,ST-0005,14-08-2023,16.53,45.1,198,No,3.4,2023
SES-000314,ST-0270,13-02-2023,1.62,29.5,13,No,4.1,2023
SES-001242,ST-0069,28-03-2023,1.17,21.2,9,No,4.9,2023
SES-000005,ST-0289,07-06-2023,12.78,34.9,153,No,3.3,2023
SES-000199,ST-0012,20-10-2023,1.12,20.3,9,No,4.8,2023
SES-000629,ST-0021,09-04-2023,102.9,41.2,2264,No,4.1,2023
SES-001253,ST-0194,04-05-2023,25.71,25.7,463,No,3.9,2023
SES-000717,ST-0239,29-06-2023,10.63,29,128,No,4.6,2023
SES-000632,ST-0296,02-06-2023,9.37,25.6,112,No,4.7,2023
